,brake_voltage_2,robot_voltage,supply_voltage_2,torque_sensor_b_6,torque_sensor_a_6,torque_sensor_a_3,torque_sensor_b_5,brake_voltage_3,io_current,power_load_mech_6
139513,10.895590782165527,48.58268737792969,47.40184783935547,0.5961751937866211,0.7350656390190125,-32.44625473022461,-0.9857615232467651,10.875487327575684,0.08788999170064926,1.168115258216858
141369,10.754873275756836,48.58268737792969,47.48225784301758,-0.7783372402191162,-0.7101926803588867,-30.518863677978516,0.7777729034423828,11.17702865600586,0.08788999170064926,1.0048772096633911
135831,10.694567680358887,48.603485107421875,47.442054748535156,-0.7728170156478882,-0.605183482170105,-34.3298454284668,0.9006062746047974,11.076515197753906,0.08788999170064926,1.1592187881469727
144989,10.895593643188477,48.54109191894531,47.28123474121094,0.27876773476600647,0.4172745943069458,-30.989761352539062,0.2250232696533203,11.036308288574219,0.08788999170064926,0.5437422394752502
136148,10.915693283081055,48.58268737792969,47.40184783935547,0.6789771318435669,0.6134759783744812,-32.917152404785156,0.5672016143798828,11.096616744995117,0.08788999170064926,0.29022714495658875
139944,10.714667320251465,48.58268737792969,47.462154388427734,0.5575343370437622,0.8317845463752747,-42.89360046386719,0.5701262950897217,10.875487327575684,0.08788999170064926,0.07121869921684265
141771,10.875490188598633,48.58268737792969,47.442054748535156,0.5823748707771301,0.9285035729408264,-34.64742660522461,-1.2723724842071533,10.855386734008789,0.08788999170064926,0.2052309811115265
1346984,10.654362678527832,48.5618896484375,47.36164474487305,-0.22908422350883484,-0.281865656375885,-28.558616638183594,-0.5821665525436401,11.036310195922852,0.14648333191871643,0.5263617038726807
1074383,11.558975219726562,48.5618896484375,47.48225784301758,0.1407644897699356,0.3426627516746521,-33.85894775390625,-1.4069041013717651,11.016206741333008,0.1318349987268448,0.09452956169843674
862881,11.961028099060059,48.5618896484375,47.42195129394531,0.12420409917831421,-0.18238325417041779,-30.715984344482422,-1.2840708494186401,11.116718292236328,0.11718666553497314,0.028271213173866272
1970719,11.639385223388672,48.5618896484375,47.462154388427734,-0.030359536409378052,0.0580325722694397,-23.740135192871094,0.04369807243347168,11.096617698669434,0.1318349987268448,3.1903475701255957e-06
2010669,10.031179428100586,48.5618896484375,47.462154388427734,-0.035879671573638916,0.08013975620269775,-22.97355842590332,0.04077339172363281,10.835284233093262,0.1318349987268448,-4.555838131636847e-06
1679228,9.789949417114258,48.5618896484375,47.462154388427734,-0.046919941902160645,0.05250576138496399,-23.148775100708008,0.03199958801269531,10.97600269317627,0.14648333191871643,4.148768766754074e-06
1570870,10.855384826660156,48.5618896484375,47.462154388427734,0.035882025957107544,0.24318039417266846,-26.85024642944336,-0.128853440284729,11.05640983581543,0.17577998340129852,0.032585661858320236
2099323,10.855384826660156,48.5618896484375,47.462154388427734,-0.05796021223068237,0.08290314674377441,-32.73098373413086,0.055396437644958496,10.955900192260742,0.17577998340129852,1.402331417921232e-05
1260017,10.915694236755371,48.54109191894531,47.42195129394531,-0.03311961889266968,0.05526915192604065,-21.659425735473633,-0.3014048933982849,11.116720199584961,0.16113166511058807,6.14687110100931e-07
20526,10.87548828125,48.5618896484375,47.48225784301758,-0.07176053524017334,0.10777375102043152,-25.032363891601562,-0.6377339959144592,11.056412696838379,0.14648333191871643,0.0008650859235785902
739992,10.915694236755371,48.54109191894531,47.50236129760742,-0.1269618272781372,-0.022106051445007324,-27.715381622314453,0.22794795036315918,11.0966157913208,0.14648333191871643,0.000292167387669906
1778220,9.729643821716309,48.58268737792969,47.442054748535156,-0.273245245218277,-0.17961984872817993,-33.935604095458984,0.5876739025115967,10.031181335449219,0.11718666553497314,0.13939820230007172
590014,10.996106147766113,48.58268737792969,47.442054748535156,-0.2263241708278656,0.0773763656616211,-28.000110626220703,0.6900348663330078,10.895590782165527,0.11718666553497314,0.35124191641807556
10856,10.855386734008789,48.603485107421875,47.42195129394531,-0.4940504729747772,-0.17409305274486542,-29.434703826904297,0.7543761730194092,10.87548828125,0.1025383323431015,0.2786409258842468
460577,10.815179824829102,48.58268737792969,47.381744384765625,-0.3919280469417572,0.022108346223831177,-28.142475128173828,1.1053282022476196,11.1569242477417,0.08788999170064926,0.3300962746143341
1055851,10.915694236755371,48.54109191894531,47.42195129394531,0.09384337067604065,0.22107315063476562,-29.314241409301758,-0.9272695183753967,10.835282325744629,0.11718666553497314,0.24968843162059784
1801265,10.935796737670898,48.54109191894531,47.40184783935547,-0.05244007706642151,0.1906757354736328,-28.558616638183594,-0.8015116453170776,10.81518268585205,0.1025383323431015,0.12614932656288147
1632671,10.855387687683105,48.5618896484375,47.442054748535156,-0.035879671573638916,0.28186798095703125,-32.577667236328125,-1.0530273914337158,10.895591735839844,0.1025383323431015,0.09497391432523727
1872533,10.694567680358887,48.5618896484375,47.442054748535156,0.008281350135803223,0.3343725800514221,-31.515411376953125,-1.0033091306686401,11.07651424407959,0.1025383323431015,0.2086760252714157
150557,10.674463272094727,48.54109191894531,47.40184783935547,0.30084824562072754,0.47530597448349,-31.471607208251953,-1.0208567380905151,11.116718292236328,0.08788999170064926,0.441073477268219
1918929,10.714668273925781,48.5618896484375,47.40184783935547,0.1656050682067871,0.2929215431213379,-29.02951431274414,-0.8366068601608276,11.116721153259277,0.1025383323431015,0.3066293001174927
678456,10.634257316589355,48.54109191894531,47.381744384765625,0.32016870379447937,0.23765355348587036,-29.75228500366211,-0.8775513172149658,10.89559268951416,0.08788999170064926,0.3542826473712921
2034608,10.694565773010254,48.54109191894531,47.40184783935547,0.1407644897699356,0.27634114027023315,-31.986309051513672,-1.1115193367004395,10.835284233093262,0.08788999170064926,0.24726299941539764
1916766,10.855386734008789,48.54109191894531,47.42195129394531,0.06072258949279785,0.21830976009368896,-30.737884521484375,-1.2635986804962158,11.116721153259277,0.08788999170064926,0.30985334515571594
2139166,12.08164119720459,48.5618896484375,47.462154388427734,-0.20424363017082214,-0.24594146013259888,-32.873348236083984,0.6403167247772217,11.197131156921387,0.08788999170064926,0.08171434700489044
341398,12.061538696289062,48.58268737792969,47.462154388427734,-0.2622050344944,-0.11606164276599884,-32.18342971801758,0.6929595470428467,10.855386734008789,0.11718666553497314,0.11662634462118149
1431331,11.317744255065918,48.5618896484375,47.462154388427734,0.10764369368553162,0.09395676851272583,-24.079618453979492,-0.2399882674217224,10.835284233093262,0.08788999170064926,0.010706855915486813
1689639,11.599180221557617,48.5618896484375,47.48225784301758,0.14352454245090485,0.11330056190490723,-24.802391052246094,-0.30432945489883423,11.17702865600586,0.1025383323431015,0.024539364501833916
91231,11.478564262390137,48.58268737792969,47.462154388427734,-0.21252384781837463,0.04974237084388733,-35.65492630004883,-0.6143372058868408,10.835284233093262,0.1025383323431015,5.3059582569403574e-05
374731,11.317744255065918,48.58268737792969,47.48225784301758,-0.09384104609489441,-0.008289039134979248,-32.6214714050293,0.05832099914550781,10.915694236755371,0.1025383323431015,2.8544365704874508e-05
2208273,11.57907772064209,48.58268737792969,47.48225784301758,-0.07176053524017334,0.08842995762825012,-32.632423400878906,0.09634089469909668,10.875489234924316,0.08788999170064926,-8.755964699957985e-06
493475,11.659488677978516,48.58268737792969,47.48225784301758,-0.02207934856414795,0.08013975620269775,-32.511962890625,-0.07036137580871582,10.835285186767578,0.08788999170064926,1.635970693314448e-05
2106903,11.71979808807373,48.5618896484375,47.442054748535156,0.04968234896659851,0.04421555995941162,-33.727535247802734,0.643241286277771,10.97600269317627,0.08788999170064926,0.00412721885368228
1397766,11.739897727966309,48.5618896484375,47.462154388427734,-0.06900045275688171,0.008291363716125488,-32.6214714050293,0.07586860656738281,10.855386734008789,0.08788999170064926,2.4119599402183667e-05
1534408,11.80020523071289,48.5618896484375,47.462154388427734,-0.07452058792114258,0.024871766567230225,-32.52291488647461,0.07001948356628418,11.09661865234375,0.08788999170064926,-1.8621751223690808e-05
16141,11.498666763305664,48.58268737792969,47.462154388427734,-0.05796021223068237,-0.06908383965492249,-27.759185791015625,0.09634089469909668,11.156926155090332,0.08788999170064926,6.763196142856032e-05
1636419,11.679590225219727,48.5618896484375,47.462154388427734,-0.16008260846138,0.0773763656616211,-24.15627670288086,0.2250232696533203,11.036310195922852,0.08788999170064926,4.160873868386261e-05
882992,11.458462715148926,48.5618896484375,47.48225784301758,-0.030359536409378052,0.0027645528316497803,-29.040464401245117,0.12266230583190918,11.136823654174805,0.08788999170064926,0.00018083865870721638
1868769,11.257438659667969,48.5618896484375,47.442054748535156,-0.14904233813285828,0.08013975620269775,-25.032363891601562,0.116813063621521,11.136823654174805,0.08788999170064926,1.8266595361637883e-05
651532,11.418256759643555,48.5618896484375,47.462154388427734,-0.09108096361160278,0.03316196799278259,-24.911901473999023,0.20162653923034668,11.056412696838379,0.08788999170064926,1.046033594320761e-05
1709490,11.297640800476074,48.5618896484375,47.462154388427734,-0.3036060035228729,-0.04974004626274109,-33.2675895690918,0.6169198751449585,11.056412696838379,0.08788999170064926,0.0007036852184683084
1252447,11.317744255065918,48.5618896484375,47.462154388427734,-0.07728064060211182,-0.03592303395271301,-34.86644744873047,-0.6172617673873901,11.156926155090332,0.08788999170064926,0.0021803854033350945
822484,11.217230796813965,48.5618896484375,47.462154388427734,-0.11040142178535461,0.0027645528316497803,-35.0197639465332,-0.5119761824607849,11.136823654174805,0.08788999170064926,0.002474822336807847
1940494,11.297640800476074,48.58268737792969,47.462154388427734,-0.14076215028762817,-0.027632832527160645,-32.56671905517578,0.064170241355896,10.895591735839844,0.08788999170064926,-0.00018649475532583892
1253987,11.277539253234863,48.5618896484375,47.48225784301758,-0.05520012974739075,-0.0994812399148941,-33.486610412597656,0.2250232696533203,10.87548828125,0.08788999170064926,0.00024190930707845837
697611,11.478567123413086,48.54109191894531,47.522464752197266,-0.2180439531803131,-0.011052429676055908,-35.44685745239258,-0.6318848133087158,10.815179824829102,0.1025383323431015,4.203125354251824e-05
2252558,11.659489631652832,48.5618896484375,47.50236129760742,-0.2097637951374054,0.0027645528316497803,-35.54541778564453,-0.6465077996253967,11.016204833984375,0.07324166595935822,8.11914142104797e-05
100313,12.101746559143066,48.5618896484375,47.442054748535156,-0.13800209760665894,-0.03592303395271301,-28.251985549926758,0.07001948356628418,11.156925201416016,0.08788999170064926,0.00031811962253414094
812466,12.021334648132324,48.5618896484375,47.48225784301758,-0.12144169211387634,-0.013815850019454956,-32.632423400878906,0.03199958801269531,11.156926155090332,0.08788999170064926,-6.44060128252022e-05
339144,12.061538696289062,48.5618896484375,47.462154388427734,-0.2180439531803131,0.06908616423606873,-38.524112701416016,0.169455885887146,10.855387687683105,0.08788999170064926,-0.00014316922170110047
1899753,11.820307731628418,48.58268737792969,47.462154388427734,-0.2180439531803131,0.022108346223831177,-35.359249114990234,-0.6201863884925842,11.17702865600586,0.08788999170064926,-9.327051520813257e-05
44429,12.081642150878906,48.58268737792969,47.48225784301758,-0.21528390049934387,1.1622905731201172e-06,-35.24973678588867,-0.6172617673873901,11.156926155090332,0.08788999170064926,6.692944589303806e-05
631275,12.061539649963379,48.58268737792969,47.48225784301758,-0.2014835774898529,0.011054754257202148,-35.37019729614258,-0.6172617673873901,10.875490188598633,0.08788999170064926,-0.00029051900492049754
1195192,12.101744651794434,48.58268737792969,47.48225784301758,-0.20424363017082214,0.00552794337272644,-35.38114929199219,-0.6289601922035217,10.915695190429688,0.08788999170064926,0.0001499645586591214
1438975,11.920821189880371,48.5618896484375,47.48225784301758,-0.19596347212791443,0.008291363716125488,-35.52351379394531,-0.6084879636764526,10.915692329406738,0.1025383323431015,2.659800520632416e-05
783042,12.041437149047852,48.5618896484375,47.48225784301758,-0.2346043884754181,-0.005525648593902588,-35.60017013549805,-0.6465077996253967,11.076515197753906,0.08788999170064926,-0.0002795674663502723
1801465,12.041437149047852,48.5618896484375,47.48225784301758,-0.20424363017082214,-0.016579240560531616,-35.47970962524414,-0.6552816033363342,10.955900192260742,0.08788999170064926,-0.00011810093565145507
496170,12.00123119354248,48.5618896484375,47.462154388427734,-0.2097637951374054,0.011054754257202148,-35.348297119140625,-0.6231110095977783,10.795079231262207,0.08788999170064926,-4.8535599489696324e-05
778385,11.940924644470215,48.5618896484375,47.48225784301758,-0.21252384781837463,-0.019342631101608276,-35.633026123046875,-0.6465077996253967,10.815179824829102,0.08788999170064926,-0.00013943637895863503
572952,11.920821189880371,48.5618896484375,47.462154388427734,-0.23736444115638733,0.022108346223831177,-35.5125617980957,-0.6318848133087158,10.97600269317627,0.08788999170064926,4.626239024219103e-05
1246127,11.760000228881836,48.5618896484375,47.462154388427734,-0.2014835774898529,-0.016579240560531616,-35.49066162109375,-0.6201863884925842,10.935797691345215,0.08788999170064926,-8.944590081227943e-05
953820,11.80020523071289,48.54109191894531,47.462154388427734,-0.2014835774898529,-0.013815850019454956,-35.348297119140625,-0.6143372058868408,11.056412696838379,0.08788999170064926,-0.00011052155605284497
708419,11.920821189880371,48.54109191894531,47.48225784301758,-0.17388293147087097,-0.03315964341163635,-35.906803131103516,-0.6962260007858276,10.774977684020996,0.08788999170064926,0.004372698254883289
